"number_past_order","time_web","voucher","past_spend","ad_channel","revenue","ad_channel_label","voucher_label"
1,115,"0",20,"1",72,"No Advertisement","No Voucher"
1,141,"0",16,"4",46,"Online Display Ads","No Voucher"
0,168,"1",0,"1",82,"No Advertisement","Voucher Applied"
0,146,"0",0,"1",78,"No Advertisement","No Voucher"
1,127,"0",8,"1",54,"No Advertisement","No Voucher"
0,119,"0",0,"1",52,"No Advertisement","No Voucher"
0,113,"1",0,"2",63,"Paid Search","Voucher Applied"
0,147,"1",0,"1",45,"No Advertisement","Voucher Applied"
0,118,"1",0,"1",66,"No Advertisement","Voucher Applied"
0,140,"0",0,"4",65,"Online Display Ads","No Voucher"
1,141,"0",31,"3",73,"SEO (Organic)","No Voucher"
0,148,"0",0,"2",68,"Paid Search","No Voucher"
0,122,"0",0,"1",47,"No Advertisement","No Voucher"
1,131,"0",25,"2",57,"Paid Search","No Voucher"
0,176,"1",0,"2",68,"Paid Search","Voucher Applied"
1,154,"0",19,"2",62,"Paid Search","No Voucher"
0,124,"0",0,"2",63,"Paid Search","No Voucher"
1,110,"0",1,"1",51,"No Advertisement","No Voucher"
1,145,"0",13,"2",64,"Paid Search","No Voucher"
0,166,"0",0,"4",91,"Online Display Ads","No Voucher"
1,112,"0",2,"2",51,"Paid Search","No Voucher"
1,70,"0",23,"1",53,"No Advertisement","No Voucher"
2,63,"0",60,"3",55,"SEO (Organic)","No Voucher"
1,131,"0",15,"1",58,"No Advertisement","No Voucher"
0,102,"0",0,"1",47,"No Advertisement","No Voucher"
1,121,"0",2,"1",65,"No Advertisement","No Voucher"
0,128,"0",0,"4",56,"Online Display Ads","No Voucher"
1,115,"0",7,"1",47,"No Advertisement","No Voucher"
1,124,"1",4,"4",62,"Online Display Ads","Voucher Applied"
2,110,"0",12,"3",47,"SEO (Organic)","No Voucher"
1,79,"1",24,"3",59,"SEO (Organic)","Voucher Applied"
1,135,"0",11,"3",65,"SEO (Organic)","No Voucher"
2,97,"0",44,"2",40,"Paid Search","No Voucher"
1,115,"0",14,"4",53,"Online Display Ads","No Voucher"
0,130,"0",0,"1",56,"No Advertisement","No Voucher"
0,131,"0",0,"3",70,"SEO (Organic)","No Voucher"
1,151,"0",24,"2",44,"Paid Search","No Voucher"
1,127,"0",12,"4",53,"Online Display Ads","No Voucher"
0,119,"0",0,"1",40,"No Advertisement","No Voucher"
1,136,"1",18,"1",49,"No Advertisement","Voucher Applied"
0,142,"0",0,"4",58,"Online Display Ads","No Voucher"
0,140,"0",0,"4",73,"Online Display Ads","No Voucher"
1,105,"0",38,"1",72,"No Advertisement","No Voucher"
1,87,"0",15,"1",53,"No Advertisement","No Voucher"
0,83,"0",0,"1",41,"No Advertisement","No Voucher"
1,145,"0",16,"1",54,"No Advertisement","No Voucher"
0,142,"0",0,"4",54,"Online Display Ads","No Voucher"
2,152,"0",112,"4",100,"Online Display Ads","No Voucher"
0,117,"0",0,"1",41,"No Advertisement","No Voucher"
0,152,"1",0,"2",68,"Paid Search","Voucher Applied"
1,157,"0",19,"4",85,"Online Display Ads","No Voucher"
1,137,"0",7,"3",67,"SEO (Organic)","No Voucher"
2,139,"0",4,"1",74,"No Advertisement","No Voucher"
1,92,"0",25,"1",54,"No Advertisement","No Voucher"
1,149,"0",11,"1",70,"No Advertisement","No Voucher"
1,122,"1",7,"2",58,"Paid Search","Voucher Applied"
1,139,"0",13,"1",54,"No Advertisement","No Voucher"
2,130,"0",38,"1",49,"No Advertisement","No Voucher"
1,103,"0",15,"2",43,"Paid Search","No Voucher"
2,134,"0",26,"1",57,"No Advertisement","No Voucher"
0,134,"0",0,"1",59,"No Advertisement","No Voucher"
1,91,"1",6,"1",41,"No Advertisement","Voucher Applied"
1,115,"0",27,"1",42,"No Advertisement","No Voucher"
1,125,"0",21,"2",54,"Paid Search","No Voucher"
0,127,"0",0,"1",59,"No Advertisement","No Voucher"
1,150,"0",10,"3",66,"SEO (Organic)","No Voucher"
0,157,"0",0,"1",73,"No Advertisement","No Voucher"
1,131,"0",2,"1",58,"No Advertisement","No Voucher"
0,123,"0",0,"2",77,"Paid Search","No Voucher"
2,96,"0",46,"3",30,"SEO (Organic)","No Voucher"
1,115,"0",11,"1",55,"No Advertisement","No Voucher"
1,120,"1",10,"3",66,"SEO (Organic)","Voucher Applied"
1,125,"1",13,"2",43,"Paid Search","Voucher Applied"
1,119,"1",45,"2",35,"Paid Search","Voucher Applied"
1,173,"0",1,"1",73,"No Advertisement","No Voucher"
2,155,"0",14,"3",62,"SEO (Organic)","No Voucher"
2,117,"0",22,"4",65,"Online Display Ads","No Voucher"
0,131,"0",0,"2",56,"Paid Search","No Voucher"
1,140,"0",10,"1",63,"No Advertisement","No Voucher"
1,129,"0",43,"1",83,"No Advertisement","No Voucher"
0,142,"0",0,"2",56,"Paid Search","No Voucher"
1,149,"0",6,"3",60,"SEO (Organic)","No Voucher"
1,125,"0",7,"3",46,"SEO (Organic)","No Voucher"
1,145,"0",10,"4",52,"Online Display Ads","No Voucher"
1,144,"0",12,"2",56,"Paid Search","No Voucher"
1,146,"0",1,"2",51,"Paid Search","No Voucher"
0,112,"1",0,"1",43,"No Advertisement","Voucher Applied"
0,109,"1",0,"3",24,"SEO (Organic)","Voucher Applied"
0,103,"0",0,"1",52,"No Advertisement","No Voucher"
0,110,"0",0,"2",49,"Paid Search","No Voucher"
1,157,"0",12,"4",79,"Online Display Ads","No Voucher"
1,97,"0",19,"1",54,"No Advertisement","No Voucher"
1,60,"0",1,"1",32,"No Advertisement","No Voucher"
1,136,"0",17,"1",54,"No Advertisement","No Voucher"
0,70,"0",0,"3",37,"SEO (Organic)","No Voucher"
2,117,"0",28,"1",42,"No Advertisement","No Voucher"
1,111,"1",16,"1",53,"No Advertisement","Voucher Applied"
0,122,"0",0,"1",48,"No Advertisement","No Voucher"
1,131,"0",19,"2",53,"Paid Search","No Voucher"
0,117,"0",0,"1",47,"No Advertisement","No Voucher"
0,142,"0",0,"1",63,"No Advertisement","No Voucher"
0,98,"0",0,"2",36,"Paid Search","No Voucher"
3,127,"0",3,"1",56,"No Advertisement","No Voucher"
0,145,"0",0,"1",74,"No Advertisement","No Voucher"
2,115,"0",14,"3",43,"SEO (Organic)","No Voucher"
1,128,"0",32,"1",39,"No Advertisement","No Voucher"
1,107,"1",3,"4",46,"Online Display Ads","Voucher Applied"
1,137,"0",5,"1",76,"No Advertisement","No Voucher"
1,110,"0",14,"1",34,"No Advertisement","No Voucher"
1,103,"0",8,"1",45,"No Advertisement","No Voucher"
1,86,"0",11,"2",40,"Paid Search","No Voucher"
1,101,"1",23,"3",39,"SEO (Organic)","Voucher Applied"
1,124,"0",17,"3",52,"SEO (Organic)","No Voucher"
1,65,"0",10,"3",36,"SEO (Organic)","No Voucher"
0,143,"0",0,"1",74,"No Advertisement","No Voucher"
1,129,"0",7,"1",42,"No Advertisement","No Voucher"
2,119,"0",8,"4",59,"Online Display Ads","No Voucher"
1,159,"1",2,"1",71,"No Advertisement","Voucher Applied"
1,123,"0",6,"4",52,"Online Display Ads","No Voucher"
0,108,"0",0,"1",52,"No Advertisement","No Voucher"
0,116,"0",0,"2",68,"Paid Search","No Voucher"
0,120,"0",0,"1",50,"No Advertisement","No Voucher"
2,148,"0",40,"4",56,"Online Display Ads","No Voucher"
0,163,"0",0,"1",52,"No Advertisement","No Voucher"
1,112,"0",14,"1",54,"No Advertisement","No Voucher"
0,128,"0",0,"1",66,"No Advertisement","No Voucher"
0,117,"0",0,"2",54,"Paid Search","No Voucher"
0,64,"0",0,"4",37,"Online Display Ads","No Voucher"
1,145,"0",3,"1",66,"No Advertisement","No Voucher"
0,115,"0",0,"1",48,"No Advertisement","No Voucher"
1,132,"0",11,"1",52,"No Advertisement","No Voucher"
0,95,"0",0,"4",42,"Online Display Ads","No Voucher"
1,135,"0",12,"4",67,"Online Display Ads","No Voucher"
1,146,"1",11,"2",65,"Paid Search","Voucher Applied"
0,83,"1",0,"4",41,"Online Display Ads","Voucher Applied"
1,122,"0",13,"3",43,"SEO (Organic)","No Voucher"
0,100,"0",0,"2",30,"Paid Search","No Voucher"
1,79,"1",20,"3",37,"SEO (Organic)","Voucher Applied"
0,95,"0",0,"1",38,"No Advertisement","No Voucher"
0,113,"0",0,"1",54,"No Advertisement","No Voucher"
1,107,"0",17,"4",65,"Online Display Ads","No Voucher"
1,156,"0",9,"3",69,"SEO (Organic)","No Voucher"
0,148,"0",0,"1",49,"No Advertisement","No Voucher"
2,128,"0",60,"2",46,"Paid Search","No Voucher"
1,136,"0",1,"1",57,"No Advertisement","No Voucher"
3,136,"0",30,"2",73,"Paid Search","No Voucher"
1,110,"0",17,"1",32,"No Advertisement","No Voucher"
2,115,"1",44,"1",40,"No Advertisement","Voucher Applied"
0,130,"0",0,"1",56,"No Advertisement","No Voucher"
2,150,"1",18,"2",76,"Paid Search","Voucher Applied"
1,140,"0",3,"3",55,"SEO (Organic)","No Voucher"
0,107,"0",0,"2",45,"Paid Search","No Voucher"
1,139,"0",31,"1",44,"No Advertisement","No Voucher"
1,128,"1",18,"1",47,"No Advertisement","Voucher Applied"
1,127,"0",6,"1",60,"No Advertisement","No Voucher"
2,134,"1",18,"1",59,"No Advertisement","Voucher Applied"
1,122,"0",2,"3",60,"SEO (Organic)","No Voucher"
1,125,"0",14,"1",61,"No Advertisement","No Voucher"
2,106,"0",22,"2",48,"Paid Search","No Voucher"
0,135,"0",0,"1",50,"No Advertisement","No Voucher"
1,112,"0",5,"4",41,"Online Display Ads","No Voucher"
0,122,"0",0,"4",59,"Online Display Ads","No Voucher"
1,147,"0",2,"1",65,"No Advertisement","No Voucher"
0,124,"0",0,"1",57,"No Advertisement","No Voucher"
0,123,"0",0,"1",65,"No Advertisement","No Voucher"
0,109,"0",0,"1",50,"No Advertisement","No Voucher"
0,134,"0",0,"2",59,"Paid Search","No Voucher"
1,110,"0",7,"4",51,"Online Display Ads","No Voucher"
0,110,"0",0,"1",53,"No Advertisement","No Voucher"
2,140,"0",14,"1",64,"No Advertisement","No Voucher"
1,33,"0",2,"3",31,"SEO (Organic)","No Voucher"
1,134,"0",4,"2",57,"Paid Search","No Voucher"
1,123,"1",9,"1",61,"No Advertisement","Voucher Applied"
2,152,"0",30,"2",55,"Paid Search","No Voucher"
1,118,"0",21,"1",45,"No Advertisement","No Voucher"
2,122,"1",16,"1",52,"No Advertisement","Voucher Applied"
1,116,"0",8,"1",58,"No Advertisement","No Voucher"
0,139,"0",0,"2",65,"Paid Search","No Voucher"
1,103,"1",1,"1",42,"No Advertisement","Voucher Applied"
1,119,"0",21,"1",50,"No Advertisement","No Voucher"
0,158,"0",0,"1",73,"No Advertisement","No Voucher"
1,133,"1",8,"4",52,"Online Display Ads","Voucher Applied"
1,135,"0",2,"3",63,"SEO (Organic)","No Voucher"
1,134,"0",9,"1",65,"No Advertisement","No Voucher"
1,57,"0",3,"1",35,"No Advertisement","No Voucher"
0,141,"0",0,"4",60,"Online Display Ads","No Voucher"
1,138,"0",40,"4",79,"Online Display Ads","No Voucher"
1,140,"0",3,"4",60,"Online Display Ads","No Voucher"
0,157,"0",0,"4",69,"Online Display Ads","No Voucher"
1,104,"0",2,"1",53,"No Advertisement","No Voucher"
1,132,"1",18,"2",51,"Paid Search","Voucher Applied"
2,120,"0",30,"3",58,"SEO (Organic)","No Voucher"
2,131,"0",36,"3",42,"SEO (Organic)","No Voucher"
1,142,"0",21,"1",54,"No Advertisement","No Voucher"
0,114,"0",0,"1",43,"No Advertisement","No Voucher"
0,124,"0",0,"3",60,"SEO (Organic)","No Voucher"
0,123,"1",0,"2",56,"Paid Search","Voucher Applied"
0,137,"0",0,"1",60,"No Advertisement","No Voucher"
1,137,"0",17,"1",51,"No Advertisement","No Voucher"
1,70,"0",14,"4",41,"Online Display Ads","No Voucher"
0,129,"0",0,"1",61,"No Advertisement","No Voucher"
0,126,"1",0,"1",67,"No Advertisement","Voucher Applied"
0,82,"0",0,"4",64,"Online Display Ads","No Voucher"
2,88,"1",30,"1",32,"No Advertisement","Voucher Applied"
1,109,"0",4,"1",45,"No Advertisement","No Voucher"
1,131,"0",13,"1",63,"No Advertisement","No Voucher"
1,73,"0",35,"4",46,"Online Display Ads","No Voucher"
1,99,"1",25,"1",61,"No Advertisement","Voucher Applied"
3,98,"0",42,"2",36,"Paid Search","No Voucher"
0,117,"0",0,"1",54,"No Advertisement","No Voucher"
0,146,"0",0,"1",54,"No Advertisement","No Voucher"
0,99,"0",0,"3",39,"SEO (Organic)","No Voucher"
1,145,"0",16,"2",75,"Paid Search","No Voucher"
0,129,"0",0,"2",41,"Paid Search","No Voucher"
2,117,"0",60,"2",68,"Paid Search","No Voucher"
1,17,"0",10,"4",29,"Online Display Ads","No Voucher"
2,120,"0",8,"1",59,"No Advertisement","No Voucher"
1,124,"0",6,"3",48,"SEO (Organic)","No Voucher"
1,121,"0",28,"1",42,"No Advertisement","No Voucher"
1,161,"0",10,"4",59,"Online Display Ads","No Voucher"
1,123,"1",8,"3",50,"SEO (Organic)","Voucher Applied"
1,105,"0",31,"3",30,"SEO (Organic)","No Voucher"
0,140,"0",0,"4",62,"Online Display Ads","No Voucher"
1,113,"0",12,"3",56,"SEO (Organic)","No Voucher"
1,134,"0",4,"2",61,"Paid Search","No Voucher"
1,112,"0",13,"1",46,"No Advertisement","No Voucher"
0,137,"0",0,"2",76,"Paid Search","No Voucher"
1,29,"0",16,"4",17,"Online Display Ads","No Voucher"
2,137,"0",14,"1",60,"No Advertisement","No Voucher"
0,147,"1",0,"1",64,"No Advertisement","Voucher Applied"
0,152,"0",0,"4",67,"Online Display Ads","No Voucher"
0,142,"0",0,"1",52,"No Advertisement","No Voucher"
0,75,"0",0,"2",46,"Paid Search","No Voucher"
0,174,"0",0,"3",78,"SEO (Organic)","No Voucher"
0,122,"0",0,"1",41,"No Advertisement","No Voucher"
0,83,"0",0,"2",35,"Paid Search","No Voucher"
1,140,"0",31,"1",38,"No Advertisement","No Voucher"
0,115,"1",0,"1",37,"No Advertisement","Voucher Applied"
2,80,"0",38,"1",50,"No Advertisement","No Voucher"
1,98,"1",10,"3",55,"SEO (Organic)","Voucher Applied"
0,128,"0",0,"1",41,"No Advertisement","No Voucher"
0,107,"0",0,"4",41,"Online Display Ads","No Voucher"
0,117,"0",0,"1",68,"No Advertisement","No Voucher"
1,90,"0",2,"1",43,"No Advertisement","No Voucher"
1,103,"0",16,"1",55,"No Advertisement","No Voucher"
1,146,"0",2,"1",66,"No Advertisement","No Voucher"
0,142,"0",0,"4",79,"Online Display Ads","No Voucher"
2,151,"0",46,"1",69,"No Advertisement","No Voucher"
0,129,"1",0,"1",57,"No Advertisement","Voucher Applied"
2,100,"0",50,"2",65,"Paid Search","No Voucher"
1,136,"0",9,"3",58,"SEO (Organic)","No Voucher"
1,128,"1",7,"1",50,"No Advertisement","Voucher Applied"
1,119,"1",34,"2",27,"Paid Search","Voucher Applied"
0,130,"0",0,"1",71,"No Advertisement","No Voucher"
1,117,"0",4,"2",57,"Paid Search","No Voucher"
0,166,"0",0,"1",76,"No Advertisement","No Voucher"
0,106,"0",0,"4",56,"Online Display Ads","No Voucher"
2,152,"0",30,"1",68,"No Advertisement","No Voucher"
1,139,"1",9,"3",54,"SEO (Organic)","Voucher Applied"
0,125,"0",0,"1",42,"No Advertisement","No Voucher"
0,143,"0",0,"3",77,"SEO (Organic)","No Voucher"
1,131,"0",2,"1",56,"No Advertisement","No Voucher"
0,120,"0",0,"1",66,"No Advertisement","No Voucher"
2,90,"0",54,"3",68,"SEO (Organic)","No Voucher"
1,137,"1",17,"1",69,"No Advertisement","Voucher Applied"
1,139,"0",16,"3",60,"SEO (Organic)","No Voucher"
1,153,"0",32,"1",82,"No Advertisement","No Voucher"
0,121,"0",0,"2",56,"Paid Search","No Voucher"
0,88,"1",0,"3",45,"SEO (Organic)","Voucher Applied"
0,151,"0",0,"3",75,"SEO (Organic)","No Voucher"
0,134,"0",0,"3",62,"SEO (Organic)","No Voucher"
0,120,"1",0,"1",67,"No Advertisement","Voucher Applied"
1,115,"1",31,"1",33,"No Advertisement","Voucher Applied"
0,138,"0",0,"2",53,"Paid Search","No Voucher"
1,140,"0",28,"1",79,"No Advertisement","No Voucher"
1,153,"0",2,"1",65,"No Advertisement","No Voucher"
0,144,"1",0,"1",66,"No Advertisement","Voucher Applied"
1,153,"0",3,"3",65,"SEO (Organic)","No Voucher"
1,104,"0",16,"1",61,"No Advertisement","No Voucher"
1,108,"0",27,"1",62,"No Advertisement","No Voucher"
0,110,"0",0,"1",41,"No Advertisement","No Voucher"
1,147,"0",10,"1",58,"No Advertisement","No Voucher"
0,155,"1",0,"1",71,"No Advertisement","Voucher Applied"
1,162,"0",9,"1",77,"No Advertisement","No Voucher"
1,6,"0",16,"3",17,"SEO (Organic)","No Voucher"
1,148,"0",19,"1",59,"No Advertisement","No Voucher"
0,144,"0",0,"1",88,"No Advertisement","No Voucher"
0,144,"1",0,"1",63,"No Advertisement","Voucher Applied"
2,111,"0",12,"1",54,"No Advertisement","No Voucher"
1,153,"0",7,"4",73,"Online Display Ads","No Voucher"
2,130,"0",2,"3",67,"SEO (Organic)","No Voucher"
1,146,"0",22,"4",73,"Online Display Ads","No Voucher"
1,149,"0",13,"1",73,"No Advertisement","No Voucher"
0,139,"0",0,"1",52,"No Advertisement","No Voucher"
2,121,"0",8,"1",53,"No Advertisement","No Voucher"
1,150,"1",7,"3",71,"SEO (Organic)","Voucher Applied"
2,115,"0",40,"4",43,"Online Display Ads","No Voucher"
1,116,"0",26,"4",70,"Online Display Ads","No Voucher"
1,127,"0",14,"1",61,"No Advertisement","No Voucher"
0,122,"0",0,"3",50,"SEO (Organic)","No Voucher"
1,122,"0",4,"1",56,"No Advertisement","No Voucher"
0,153,"0",0,"1",79,"No Advertisement","No Voucher"
2,98,"0",34,"1",52,"No Advertisement","No Voucher"
1,97,"0",26,"4",61,"Online Display Ads","No Voucher"
1,163,"1",21,"1",78,"No Advertisement","Voucher Applied"
0,139,"0",0,"3",64,"SEO (Organic)","No Voucher"
1,131,"1",14,"1",53,"No Advertisement","Voucher Applied"
0,145,"0",0,"4",65,"Online Display Ads","No Voucher"
0,123,"0",0,"4",62,"Online Display Ads","No Voucher"
1,125,"0",20,"2",47,"Paid Search","No Voucher"
1,88,"0",8,"3",37,"SEO (Organic)","No Voucher"
1,112,"0",40,"2",73,"Paid Search","No Voucher"
1,59,"0",7,"3",48,"SEO (Organic)","No Voucher"
0,128,"0",0,"3",56,"SEO (Organic)","No Voucher"
1,162,"0",15,"1",63,"No Advertisement","No Voucher"
0,117,"0",0,"3",34,"SEO (Organic)","No Voucher"
1,78,"0",5,"3",37,"SEO (Organic)","No Voucher"
0,92,"0",0,"3",62,"SEO (Organic)","No Voucher"
0,167,"0",0,"3",85,"SEO (Organic)","No Voucher"
1,110,"1",28,"4",32,"Online Display Ads","Voucher Applied"
0,137,"0",0,"3",56,"SEO (Organic)","No Voucher"
3,122,"0",66,"4",37,"Online Display Ads","No Voucher"
1,112,"0",8,"3",57,"SEO (Organic)","No Voucher"
0,108,"0",0,"2",38,"Paid Search","No Voucher"
2,125,"1",28,"1",60,"No Advertisement","Voucher Applied"
1,150,"0",27,"3",79,"SEO (Organic)","No Voucher"
0,154,"0",0,"1",74,"No Advertisement","No Voucher"
1,146,"0",10,"4",56,"Online Display Ads","No Voucher"
2,123,"1",28,"2",64,"Paid Search","Voucher Applied"
1,147,"0",11,"3",61,"SEO (Organic)","No Voucher"
0,100,"0",0,"1",49,"No Advertisement","No Voucher"
1,133,"0",18,"2",66,"Paid Search","No Voucher"
1,151,"0",10,"1",74,"No Advertisement","No Voucher"
1,95,"0",28,"4",29,"Online Display Ads","No Voucher"
0,148,"0",0,"1",57,"No Advertisement","No Voucher"
1,125,"0",4,"4",55,"Online Display Ads","No Voucher"
0,121,"0",0,"2",53,"Paid Search","No Voucher"
1,152,"0",5,"3",75,"SEO (Organic)","No Voucher"
2,125,"0",18,"1",49,"No Advertisement","No Voucher"
0,111,"0",0,"1",57,"No Advertisement","No Voucher"
1,130,"1",23,"1",66,"No Advertisement","Voucher Applied"
1,149,"0",3,"2",61,"Paid Search","No Voucher"
1,123,"0",6,"1",41,"No Advertisement","No Voucher"
1,120,"0",14,"3",59,"SEO (Organic)","No Voucher"
1,97,"0",3,"2",52,"Paid Search","No Voucher"
2,110,"1",2,"2",59,"Paid Search","Voucher Applied"
0,110,"0",0,"1",43,"No Advertisement","No Voucher"
0,123,"0",0,"1",51,"No Advertisement","No Voucher"
1,114,"0",3,"4",46,"Online Display Ads","No Voucher"
3,104,"0",60,"2",39,"Paid Search","No Voucher"
1,145,"0",2,"2",64,"Paid Search","No Voucher"
2,155,"1",6,"1",69,"No Advertisement","Voucher Applied"
1,114,"0",9,"1",42,"No Advertisement","No Voucher"
0,98,"0",0,"4",64,"Online Display Ads","No Voucher"
1,119,"0",38,"4",32,"Online Display Ads","No Voucher"
0,139,"0",0,"2",71,"Paid Search","No Voucher"
0,128,"0",0,"1",42,"No Advertisement","No Voucher"
1,145,"1",19,"1",70,"No Advertisement","Voucher Applied"
0,131,"0",0,"4",60,"Online Display Ads","No Voucher"
0,147,"0",0,"4",67,"Online Display Ads","No Voucher"
0,98,"0",0,"1",65,"No Advertisement","No Voucher"
0,140,"0",0,"4",72,"Online Display Ads","No Voucher"
1,145,"1",7,"2",61,"Paid Search","Voucher Applied"
2,135,"0",10,"3",53,"SEO (Organic)","No Voucher"
0,129,"0",0,"4",42,"Online Display Ads","No Voucher"
1,130,"0",11,"1",70,"No Advertisement","No Voucher"
0,110,"0",0,"3",56,"SEO (Organic)","No Voucher"
2,134,"1",14,"2",63,"Paid Search","Voucher Applied"
1,82,"0",7,"1",38,"No Advertisement","No Voucher"
2,87,"0",34,"3",41,"SEO (Organic)","No Voucher"
1,99,"0",47,"4",20,"Online Display Ads","No Voucher"
1,138,"0",6,"1",63,"No Advertisement","No Voucher"
0,94,"0",0,"1",43,"No Advertisement","No Voucher"
1,127,"1",13,"3",63,"SEO (Organic)","Voucher Applied"
1,137,"1",4,"4",66,"Online Display Ads","Voucher Applied"
2,75,"0",6,"2",36,"Paid Search","No Voucher"
1,147,"0",1,"1",61,"No Advertisement","No Voucher"
1,135,"0",5,"2",58,"Paid Search","No Voucher"
0,109,"0",0,"1",69,"No Advertisement","No Voucher"
3,127,"0",33,"2",62,"Paid Search","No Voucher"
1,127,"0",5,"3",49,"SEO (Organic)","No Voucher"
1,132,"0",4,"2",54,"Paid Search","No Voucher"
2,122,"0",54,"3",70,"SEO (Organic)","No Voucher"
3,134,"0",15,"1",52,"No Advertisement","No Voucher"
1,132,"0",1,"1",54,"No Advertisement","No Voucher"
0,131,"1",0,"1",68,"No Advertisement","Voucher Applied"
0,108,"0",0,"2",59,"Paid Search","No Voucher"
1,96,"0",23,"3",30,"SEO (Organic)","No Voucher"
1,39,"0",9,"3",18,"SEO (Organic)","No Voucher"
0,139,"0",0,"1",71,"No Advertisement","No Voucher"
1,141,"1",6,"2",57,"Paid Search","Voucher Applied"
1,142,"0",27,"4",83,"Online Display Ads","No Voucher"
0,165,"0",0,"3",63,"SEO (Organic)","No Voucher"
1,136,"0",23,"4",71,"Online Display Ads","No Voucher"
2,144,"0",44,"2",49,"Paid Search","No Voucher"
0,54,"0",0,"1",31,"No Advertisement","No Voucher"
2,117,"1",8,"3",56,"SEO (Organic)","Voucher Applied"
1,103,"0",20,"3",52,"SEO (Organic)","No Voucher"
1,136,"1",15,"1",55,"No Advertisement","Voucher Applied"
1,108,"1",9,"4",44,"Online Display Ads","Voucher Applied"
0,133,"1",0,"4",58,"Online Display Ads","Voucher Applied"
1,127,"0",19,"1",52,"No Advertisement","No Voucher"
1,133,"0",4,"4",60,"Online Display Ads","No Voucher"
1,130,"0",13,"4",50,"Online Display Ads","No Voucher"
1,105,"0",26,"3",32,"SEO (Organic)","No Voucher"
1,94,"0",31,"1",37,"No Advertisement","No Voucher"
1,125,"1",4,"1",54,"No Advertisement","Voucher Applied"
0,126,"0",0,"3",55,"SEO (Organic)","No Voucher"
1,111,"0",10,"4",48,"Online Display Ads","No Voucher"
1,106,"0",4,"1",59,"No Advertisement","No Voucher"
0,131,"0",0,"2",63,"Paid Search","No Voucher"
0,129,"0",0,"1",49,"No Advertisement","No Voucher"
1,128,"0",4,"2",50,"Paid Search","No Voucher"
0,148,"0",0,"2",69,"Paid Search","No Voucher"
0,129,"0",0,"1",58,"No Advertisement","No Voucher"
0,114,"0",0,"4",46,"Online Display Ads","No Voucher"
1,87,"0",19,"4",52,"Online Display Ads","No Voucher"
1,141,"0",31,"3",65,"SEO (Organic)","No Voucher"
